IvsII	IIvsIII	IvsIII	stage8	stage18	stage21	stage25	stage27	stage35	ave	stageSpecific
ENSMUSG00000022861	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041268	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031840	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031758	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049792	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019194	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020198	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118161	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044968	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025495	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110545	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000015023	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000012405	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097815	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026786	0	1	1	0	0	0	0	0	0	1	0
ENSMUSG00000038351	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022838	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045954	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021758	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031292	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030269	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021326	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083856	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042015	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006463	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037531	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027601	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086340	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102813	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052456	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102553	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081113	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026880	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074671	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026238	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040498	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062588	0	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000000056	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089847	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003484	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094942	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000021774	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016018	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004231	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031993	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059851	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101337	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037646	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000054770	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029830	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084860	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021816	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034317	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037958	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086598	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028634	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033970	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018583	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114321	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004285	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107968	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082272	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083854	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074743	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034839	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020536	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049252	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029263	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024350	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028468	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028312	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039615	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020381	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104873	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081187	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025068	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106895	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020102	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021583	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073423	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060621	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021933	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083582	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030960	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000009035	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085627	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104392	0	1	1	0	0	0	0	0	0	1	0
ENSMUSG00000035649	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025217	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071723	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048707	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025646	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103191	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029705	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025586	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047098	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072774	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049800	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026926	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049439	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027198	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052632	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021694	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065952	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002660	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055421	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038280	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097242	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027876	0	1	1	0	0	0	0	0	0	1	0
ENSMUSG00000001175	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097697	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031568	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023882	0	1	1	0	0	0	0	0	1	1	0
ENSMUSG00000022205	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089214	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036533	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046408	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000040396	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019929	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032740	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113752	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006498	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028838	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035632	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048550	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051652	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069833	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107586	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040123	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093967	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024943	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081855	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059552	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028088	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028104	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022848	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031774	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027384	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024112	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022372	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049891	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039640	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020728	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000104867	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090273	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041132	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104272	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030825	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000103332	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005131	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062328	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033722	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033862	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082321	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044030	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097381	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037475	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083892	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048047	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029470	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094649	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036615	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105136	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085470	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074483	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024810	0	1	1	0	0	0	0	0	0	1	0
ENSMUSG00000035757	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000032518	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107336	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108659	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061104	0	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000004044	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000028525	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022602	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000087336	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028124	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039956	0	1	0	0	0	0	0	0	1	1	0
ENSMUSG00000054690	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000074682	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110344	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020515	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026980	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110768	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113473	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101089	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036446	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000958	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087484	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070319	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046546	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098771	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028393	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117975	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102882	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115569	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056215	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020954	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029715	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071324	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061527	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117611	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087211	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027751	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035295	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048647	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033948	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042605	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091989	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024160	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021241	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028807	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025737	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052861	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068011	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000011096	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093404	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104280	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026820	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101464	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005823	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042938	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026305	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082088	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039756	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019734	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068245	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032586	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091845	0	0	0	0	1	0	0	1	0	0	1
ENSMUSG00000079139	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022034	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034235	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050373	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064936	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112129	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105641	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030452	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104621	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024073	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020758	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054034	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092402	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003421	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038482	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029512	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078779	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104971	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066175	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050423	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112951	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015971	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027475	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042870	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059033	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090841	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018865	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019970	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097610	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038046	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030095	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097589	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026566	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111514	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000062563	0	1	0	0	0	0	0	0	0	1	0
ENSMUSG00000066235	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044337	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066233	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097585	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089682	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105761	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061232	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035152	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014355	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097699	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019278	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000096145	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079711	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023979	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023191	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039159	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035472	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000039509	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042632	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000026173	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048668	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025332	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110945	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068758	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085355	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071711	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114048	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031847	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033326	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023982	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041420	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024986	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084021	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081044	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030498	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000087620	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042729	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021577	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097013	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102570	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085310	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087024	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091133	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082296	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021131	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026782	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020609	0	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000022322	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031604	0	0	0	0	0	0	0	1	1	0	1
ENSMUSG00000106320	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000025105	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005374	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003341	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112922	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040302	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083086	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100833	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071112	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038312	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066724	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046949	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106930	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000066042	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037730	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024462	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029642	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082476	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022685	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049076	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067928	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025785	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058886	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042043	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030867	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110446	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023353	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028886	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029507	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072770	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021993	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018326	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032714	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105943	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054428	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029198	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020788	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093046	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033066	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064337	0	0	0	0	1	0	0	0	1	0	1
ENSMUSG00000014039	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028680	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078348	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025044	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027304	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043284	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055994	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048022	0	0	1	0	1	0	0	0	1	1	0
ENSMUSG00000036330	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024479	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109901	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030861	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000022973	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078151	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112822	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063576	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103887	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024735	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079487	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109420	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059742	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101502	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102411	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041974	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000027536	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000244	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000014932	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031938	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021135	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029804	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024127	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005373	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111088	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066113	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045896	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105787	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117165	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103485	0	1	1	0	0	0	0	0	0	1	0
ENSMUSG00000035615	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026812	0	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000030738	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000275	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064068	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068290	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021497	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050930	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057457	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046269	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034224	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025529	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006127	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071281	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032288	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059586	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019080	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043243	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022095	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040836	0	0	0	0	0	0	0	0	0	0	0
