average	somiteI	somiteII	somiteIII	somiteSpecific
ENSMUSG00000035561	1	1	1	1	0
ENSMUSG00000001833	1	1	1	1	0
ENSMUSG00000006289	0	1	1	0	1
ENSMUSG00000049091	1	1	1	1	0
ENSMUSG00000000876	1	1	1	1	0
ENSMUSG00000027737	1	1	1	1	0
ENSMUSG00000043885	1	1	1	1	0
ENSMUSG00000028617	0	1	1	1	1
ENSMUSG00000001870	1	1	1	1	0
ENSMUSG00000110340	1	1	1	1	0
ENSMUSG00000090223	1	1	1	1	0
ENSMUSG00000060802	1	1	1	1	0
ENSMUSG00000023495	1	1	1	1	0
ENSMUSG00000079557	1	1	1	1	0
ENSMUSG00000003153	1	1	1	1	0
ENSMUSG00000039001	0	1	0	1	1
ENSMUSG00000074457	1	1	1	1	0
ENSMUSG00000038650	1	1	1	1	0
ENSMUSG00000056758	0	0	1	0	1
ENSMUSG00000026655	1	1	1	1	0
ENSMUSG00000041840	1	1	1	1	0
ENSMUSG00000015143	1	1	1	1	0
ENSMUSG00000001131	1	1	1	1	0
ENSMUSG00000025144	0	1	1	1	1
ENSMUSG00000040420	1	1	1	1	0
ENSMUSG00000030218	1	1	1	1	0
ENSMUSG00000032350	1	1	1	1	0
ENSMUSG00000001655	1	1	1	1	0
ENSMUSG00000013622	1	0	1	1	0
ENSMUSG00000078249	1	1	1	1	0
ENSMUSG00000054263	1	1	1	1	0
ENSMUSG00000004451	1	1	1	1	0
ENSMUSG00000030979	1	1	1	1	0
ENSMUSG00000040272	1	1	1	1	0
ENSMUSG00000047409	1	1	1	1	0
ENSMUSG00000041420	1	1	1	1	0
ENSMUSG00000028960	1	1	1	1	0
ENSMUSG00000041912	1	1	1	1	0
ENSMUSG00000003184	1	1	1	1	0
ENSMUSG00000055609	1	1	1	1	0
ENSMUSG00000007836	0	0	1	1	1
ENSMUSG00000000563	0	1	1	0	1
ENSMUSG00000073481	1	1	1	1	0
ENSMUSG00000055401	1	1	1	1	0
ENSMUSG00000027546	1	1	1	1	0
ENSMUSG00000050071	1	1	1	1	0
ENSMUSG00000037826	1	1	1	1	0
ENSMUSG00000024099	1	1	1	0	0
ENSMUSG00000061983	1	1	0	1	0
ENSMUSG00000038628	0	1	1	0	1
ENSMUSG00000101892	1	1	1	1	0
ENSMUSG00000097971	1	1	1	1	0
ENSMUSG00000032279	0	1	1	1	1
ENSMUSG00000079523	1	1	1	1	0
ENSMUSG00000017344	1	1	1	1	0
ENSMUSG00000041782	1	1	1	1	0
ENSMUSG00000111877	1	1	1	1	0
ENSMUSG00000024513	1	1	1	1	0
ENSMUSG00000022091	1	1	1	1	0
ENSMUSG00000050493	1	1	1	1	0
ENSMUSG00000029478	1	1	1	1	0
ENSMUSG00000023977	1	1	1	1	0
ENSMUSG00000001642	0	0	0	1	1
ENSMUSG00000037664	1	1	1	1	0
ENSMUSG00000055723	1	1	1	1	0
ENSMUSG00000046618	1	1	1	1	0
ENSMUSG00000082896	1	1	1	1	0
ENSMUSG00000026623	1	1	1	1	0
ENSMUSG00000037656	1	0	1	1	0
ENSMUSG00000058291	1	1	1	1	0
ENSMUSG00000021764	1	1	1	0	0
ENSMUSG00000001229	1	1	1	1	0
ENSMUSG00000021361	1	1	1	1	0
ENSMUSG00000021548	0	1	1	0	1
ENSMUSG00000019987	1	1	1	1	0
ENSMUSG00000018770	0	0	1	0	1
ENSMUSG00000050199	1	1	1	1	0
ENSMUSG00000004951	1	1	1	1	0
ENSMUSG00000087211	1	1	1	1	0
ENSMUSG00000035493	1	1	1	1	0
ENSMUSG00000015804	0	1	1	0	1
ENSMUSG00000007892	1	0	0	1	0
ENSMUSG00000024425	1	1	1	0	0
ENSMUSG00000024812	1	1	1	1	0
ENSMUSG00000022892	1	1	1	1	0
ENSMUSG00000022890	0	0	1	0	1
ENSMUSG00000028871	1	1	1	1	0
ENSMUSG00000016458	1	1	1	1	0
ENSMUSG00000033544	1	1	1	1	0
ENSMUSG00000029759	1	1	1	1	0
ENSMUSG00000034981	1	1	1	1	0
ENSMUSG00000022820	0	0	1	1	1
ENSMUSG00000024525	1	1	1	1	0
ENSMUSG00000112824	1	1	1	1	0
ENSMUSG00000025555	1	1	1	1	0
ENSMUSG00000042682	0	0	1	0	1
ENSMUSG00000027394	1	1	1	1	0
ENSMUSG00000023232	1	1	1	1	0
ENSMUSG00000035041	1	1	1	1	0
ENSMUSG00000040242	0	0	0	0	0
ENSMUSG00000026614	1	1	1	1	0
ENSMUSG00000080775	1	1	1	1	0
ENSMUSG00000032014	1	1	1	1	0
ENSMUSG00000036371	0	0	0	0	0
ENSMUSG00000081306	1	1	1	1	0
ENSMUSG00000001440	0	0	1	0	1
ENSMUSG00000031997	1	1	1	1	0
ENSMUSG00000020949	1	1	1	0	0
ENSMUSG00000075705	1	1	1	1	0
ENSMUSG00000039982	1	1	1	1	0
ENSMUSG00000066406	1	1	1	1	0
ENSMUSG00000022103	1	1	1	1	0
ENSMUSG00000116972	1	1	1	1	0
ENSMUSG00000026158	1	1	1	1	0
ENSMUSG00000052336	1	1	1	1	0
ENSMUSG00000061046	1	1	1	1	0
ENSMUSG00000031622	0	0	1	0	1
ENSMUSG00000041740	1	1	1	1	0
ENSMUSG00000078302	1	1	1	1	0
ENSMUSG00000118377	1	1	1	1	0
ENSMUSG00000040856	1	1	1	1	0
ENSMUSG00000073002	1	1	1	1	0
ENSMUSG00000028648	1	0	1	0	0
ENSMUSG00000022462	0	0	0	1	1
ENSMUSG00000059064	1	1	1	1	0
ENSMUSG00000030291	1	1	1	1	0
ENSMUSG00000007613	1	1	0	1	0
ENSMUSG00000022747	1	1	1	1	0
ENSMUSG00000073067	1	1	1	1	0
ENSMUSG00000020211	1	1	1	1	0
ENSMUSG00000028639	0	0	0	0	0
ENSMUSG00000022108	0	1	1	0	1
ENSMUSG00000024134	1	1	1	1	0
ENSMUSG00000009376	1	1	1	1	0
ENSMUSG00000008496	1	1	1	1	0
ENSMUSG00000036764	1	1	1	1	0
ENSMUSG00000041075	1	1	1	1	0
ENSMUSG00000011256	1	1	1	1	0
ENSMUSG00000021877	0	1	0	0	1
ENSMUSG00000059734	0	1	1	0	1
ENSMUSG00000023973	1	0	0	1	0
ENSMUSG00000028470	1	1	1	0	0
ENSMUSG00000045312	1	1	1	1	0
ENSMUSG00000061132	1	1	1	1	0
ENSMUSG00000022816	1	1	0	1	0
ENSMUSG00000081999	0	0	1	1	1
ENSMUSG00000117621	1	1	1	1	0
ENSMUSG00000024312	1	0	1	1	0
ENSMUSG00000058914	1	1	1	1	0
ENSMUSG00000024914	0	0	0	0	0
ENSMUSG00000053965	1	1	1	1	0
ENSMUSG00000004100	1	0	1	1	0
ENSMUSG00000027257	1	1	1	1	0
ENSMUSG00000001827	1	1	1	1	0
ENSMUSG00000024587	0	0	0	0	0
ENSMUSG00000026175	1	1	1	1	0
ENSMUSG00000040666	1	1	1	1	0
ENSMUSG00000021033	1	1	1	1	0
ENSMUSG00000024454	0	1	0	0	1
ENSMUSG00000034707	1	1	1	1	0
ENSMUSG00000114003	1	1	0	1	0
ENSMUSG00000021843	0	0	1	1	1
ENSMUSG00000026131	1	1	1	1	0
ENSMUSG00000079671	1	1	1	1	0
ENSMUSG00000075467	0	0	1	0	1
ENSMUSG00000024787	1	1	1	1	0
ENSMUSG00000031883	1	1	1	1	0
ENSMUSG00000046434	0	0	0	0	0
ENSMUSG00000029730	0	0	0	1	1
ENSMUSG00000029482	1	1	1	1	0
ENSMUSG00000018548	0	0	1	0	1
ENSMUSG00000033543	1	1	1	1	0
ENSMUSG00000021071	1	1	1	1	0
ENSMUSG00000060791	1	1	1	1	0
ENSMUSG00000032064	1	1	1	1	0
ENSMUSG00000037685	1	1	1	1	0
ENSMUSG00000028378	1	1	1	1	0
ENSMUSG00000038844	1	1	1	1	0
ENSMUSG00000048387	1	1	1	1	0
ENSMUSG00000040212	1	1	1	1	0
ENSMUSG00000032291	1	1	1	1	0
ENSMUSG00000090260	1	1	1	1	0
ENSMUSG00000098557	1	1	1	1	0
ENSMUSG00000046949	1	1	1	1	0
ENSMUSG00000038932	1	1	1	1	0
ENSMUSG00000056394	0	0	0	0	0
ENSMUSG00000034165	1	0	1	1	0
ENSMUSG00000034361	1	1	1	1	0
ENSMUSG00000115505	1	1	1	1	0
ENSMUSG00000035104	1	1	1	1	0
ENSMUSG00000024621	1	1	1	1	0
ENSMUSG00000097503	1	1	1	1	0
ENSMUSG00000005447	0	1	1	0	1
ENSMUSG00000052698	1	0	1	1	0
ENSMUSG00000023926	1	1	1	1	0
ENSMUSG00000078190	1	1	1	1	0
ENSMUSG00000028152	1	1	1	1	0
ENSMUSG00000025577	1	1	1	1	0
ENSMUSG00000036098	1	1	1	1	0
ENSMUSG00000057113	0	0	0	0	0
ENSMUSG00000006311	1	1	1	1	0
ENSMUSG00000018585	1	1	1	1	0
ENSMUSG00000030123	1	1	1	1	0
ENSMUSG00000067274	0	0	0	0	0
ENSMUSG00000059248	0	1	0	0	1
ENSMUSG00000024991	0	0	1	0	1
ENSMUSG00000027935	1	1	1	1	0
ENSMUSG00000025026	1	1	1	1	0
ENSMUSG00000005583	1	1	1	1	0
ENSMUSG00000025920	1	1	1	0	0
ENSMUSG00000028332	1	1	1	1	0
ENSMUSG00000027860	1	1	1	1	0
ENSMUSG00000042675	1	1	1	1	0
ENSMUSG00000032712	1	1	1	1	0
ENSMUSG00000040466	1	1	1	1	0
ENSMUSG00000022240	1	1	1	1	0
ENSMUSG00000020186	1	1	1	1	0
ENSMUSG00000036093	1	1	1	1	0
ENSMUSG00000097059	1	1	1	1	0
ENSMUSG00000061024	1	0	1	1	0
ENSMUSG00000045983	1	0	1	1	0
ENSMUSG00000017009	1	1	1	1	0
ENSMUSG00000039257	1	1	1	1	0
ENSMUSG00000027952	1	1	1	1	0
ENSMUSG00000020430	0	0	1	0	1
ENSMUSG00000030272	1	1	1	1	0
ENSMUSG00000058254	1	1	1	1	0
ENSMUSG00000042901	1	1	0	1	0
ENSMUSG00000020048	0	1	1	0	1
ENSMUSG00000080776	1	1	1	1	0
ENSMUSG00000031023	1	1	1	1	0
ENSMUSG00000027011	0	1	0	0	1
ENSMUSG00000021709	1	1	1	1	0
ENSMUSG00000020092	1	1	1	1	0
ENSMUSG00000021144	1	1	1	1	0
ENSMUSG00000022033	1	1	1	0	0
ENSMUSG00000095139	1	1	1	1	0
ENSMUSG00000102252	1	1	1	1	0
ENSMUSG00000110331	1	1	1	1	0
ENSMUSG00000020277	1	1	1	1	0
ENSMUSG00000085645	1	1	1	1	0
ENSMUSG00000089764	1	1	1	1	0
ENSMUSG00000091449	0	1	1	1	1
ENSMUSG00000045667	1	1	1	1	0
ENSMUSG00000059182	0	1	1	1	1
ENSMUSG00000018217	1	1	1	1	0
ENSMUSG00000074415	1	1	1	1	0
ENSMUSG00000058542	0	1	0	1	1
ENSMUSG00000027955	1	1	1	1	0
ENSMUSG00000056214	1	1	1	0	0
ENSMUSG00000029838	1	1	1	1	0
ENSMUSG00000018698	1	1	1	1	0
ENSMUSG00000059518	0	0	1	1	1
ENSMUSG00000039956	1	1	1	1	0
ENSMUSG00000021485	1	1	1	1	0
ENSMUSG00000006527	1	1	1	1	0
ENSMUSG00000024349	1	1	1	1	0
ENSMUSG00000044528	1	1	1	1	0
ENSMUSG00000067336	1	1	1	1	0
ENSMUSG00000039473	1	1	1	1	0
ENSMUSG00000035919	1	1	1	1	0
ENSMUSG00000028364	1	1	1	1	0
ENSMUSG00000035891	1	1	1	1	0
ENSMUSG00000005566	0	0	0	0	0
ENSMUSG00000049382	1	1	1	1	0
ENSMUSG00000099492	1	1	1	1	0
ENSMUSG00000038991	0	0	1	1	1
ENSMUSG00000032477	0	0	1	1	1
ENSMUSG00000032076	1	1	1	1	0
ENSMUSG00000026418	1	1	1	1	0
ENSMUSG00000068391	0	0	1	0	1
ENSMUSG00000054863	1	1	1	1	0
ENSMUSG00000021670	1	1	1	1	0
ENSMUSG00000028345	0	0	1	1	1
ENSMUSG00000026879	1	1	1	1	0
ENSMUSG00000015217	0	1	0	0	1
ENSMUSG00000039878	1	1	1	1	0
ENSMUSG00000030189	1	0	1	1	0
ENSMUSG00000051043	1	1	1	1	0
ENSMUSG00000058006	1	1	1	1	0
ENSMUSG00000038387	1	1	1	1	0
ENSMUSG00000028581	1	1	1	1	0
ENSMUSG00000033799	1	0	1	1	0
ENSMUSG00000056947	1	1	1	1	0
ENSMUSG00000026170	1	1	1	1	0
ENSMUSG00000035559	1	1	1	1	0
ENSMUSG00000044447	1	1	1	1	0
ENSMUSG00000116912	1	1	1	1	0
ENSMUSG00000042208	1	1	1	1	0
ENSMUSG00000047867	1	1	1	1	0
ENSMUSG00000034889	1	1	1	1	0
ENSMUSG00000023074	1	1	1	1	0
ENSMUSG00000001542	1	1	1	1	0
ENSMUSG00000041939	1	1	1	1	0
ENSMUSG00000028062	0	1	1	0	1
ENSMUSG00000009687	1	1	1	1	0
ENSMUSG00000027864	1	1	1	1	0
ENSMUSG00000022797	1	1	1	1	0
ENSMUSG00000006219	1	1	1	1	0
ENSMUSG00000052684	1	1	1	1	0
ENSMUSG00000062997	0	0	0	1	1
ENSMUSG00000069919	1	1	1	1	0
ENSMUSG00000000942	1	1	1	1	0
ENSMUSG00000044285	0	1	1	0	1
ENSMUSG00000070576	1	1	1	1	0
ENSMUSG00000037960	1	1	1	1	0
ENSMUSG00000053553	0	1	1	1	1
ENSMUSG00000004393	1	0	1	1	0
ENSMUSG00000038014	0	0	1	1	1
ENSMUSG00000025940	0	1	1	0	1
ENSMUSG00000040552	1	1	1	1	0
ENSMUSG00000059461	0	1	1	1	1
ENSMUSG00000032883	1	1	1	1	0
ENSMUSG00000028019	1	1	1	1	0
ENSMUSG00000001029	1	1	1	1	0
ENSMUSG00000025103	0	1	1	0	1
ENSMUSG00000038692	1	1	1	1	0
ENSMUSG00000029752	1	1	1	1	0
ENSMUSG00000029866	1	1	1	1	0
ENSMUSG00000058809	1	1	1	1	0
ENSMUSG00000036620	1	1	1	1	0
ENSMUSG00000032997	1	1	1	1	0
ENSMUSG00000103473	1	1	1	1	0
ENSMUSG00000098973	1	1	1	1	0
ENSMUSG00000026814	1	1	1	1	0
ENSMUSG00000026864	1	0	1	1	0
ENSMUSG00000002111	1	1	1	1	0
ENSMUSG00000026496	0	0	0	0	0
ENSMUSG00000026922	1	1	1	1	0
ENSMUSG00000050244	1	1	1	0	0
ENSMUSG00000045817	1	1	1	1	0
ENSMUSG00000028016	1	0	1	1	0
ENSMUSG00000109936	1	1	1	1	0
ENSMUSG00000055137	1	1	1	1	0
ENSMUSG00000051811	1	1	1	1	0
ENSMUSG00000019907	1	1	0	1	0
ENSMUSG00000031613	1	1	1	1	0
ENSMUSG00000041506	1	0	1	1	0
ENSMUSG00000004633	1	1	1	1	0
ENSMUSG00000046753	1	1	1	1	0
ENSMUSG00000042607	1	1	1	1	0
ENSMUSG00000023852	0	0	1	0	1
ENSMUSG00000017969	1	1	1	1	0
ENSMUSG00000022216	1	1	1	0	0
ENSMUSG00000002319	0	0	0	1	1
ENSMUSG00000022636	1	1	1	1	0
ENSMUSG00000053841	0	0	0	1	1
ENSMUSG00000004085	1	1	1	1	0
ENSMUSG00000068184	1	0	1	1	0
ENSMUSG00000016494	1	1	1	1	0
ENSMUSG00000014243	1	1	1	1	0
ENSMUSG00000006585	1	0	0	1	0
ENSMUSG00000019868	1	1	1	1	0
ENSMUSG00000025283	1	1	1	1	0
ENSMUSG00000075706	0	0	0	0	0
ENSMUSG00000043556	1	1	1	1	0
ENSMUSG00000040433	1	1	1	1	0
ENSMUSG00000059540	1	1	1	1	0
ENSMUSG00000042719	1	0	1	1	0
ENSMUSG00000067365	1	0	1	1	0
ENSMUSG00000022490	1	1	1	1	0
ENSMUSG00000013921	1	1	1	1	0
ENSMUSG00000028069	0	0	1	1	1
ENSMUSG00000036995	1	1	1	1	0
ENSMUSG00000023169	0	0	1	0	1
ENSMUSG00000000486	1	1	1	1	0
ENSMUSG00000025207	1	1	1	1	0
ENSMUSG00000000385	1	1	1	1	0
ENSMUSG00000073599	1	1	1	1	0
ENSMUSG00000027506	1	1	1	1	0
ENSMUSG00000027942	0	0	0	1	1
ENSMUSG00000029415	1	1	1	1	0
ENSMUSG00000028673	1	1	1	1	0
ENSMUSG00000039497	1	1	1	1	0
ENSMUSG00000028843	0	0	1	0	1
ENSMUSG00000026469	1	1	1	1	0
ENSMUSG00000033114	1	1	1	1	0
ENSMUSG00000033860	1	1	1	1	0
ENSMUSG00000042700	1	1	1	1	0
ENSMUSG00000049107	1	1	1	1	0
ENSMUSG00000026109	1	1	1	1	0
ENSMUSG00000057465	1	1	1	1	0
ENSMUSG00000059013	1	1	1	1	0
ENSMUSG00000020577	1	1	1	1	0
ENSMUSG00000040564	1	1	1	1	0
ENSMUSG00000058351	1	1	1	1	0
ENSMUSG00000066842	1	1	1	1	0
ENSMUSG00000032258	1	1	1	1	0
ENSMUSG00000041445	1	1	1	1	0
ENSMUSG00000048027	1	1	1	1	0
ENSMUSG00000044338	1	1	1	1	0
ENSMUSG00000026028	1	1	1	1	0
ENSMUSG00000067889	1	1	1	1	0
ENSMUSG00000035834	1	1	1	1	0
ENSMUSG00000072944	1	1	1	1	0
ENSMUSG00000033174	1	1	1	1	0
ENSMUSG00000028799	1	1	1	0	0
ENSMUSG00000032122	1	1	1	1	0
ENSMUSG00000054555	1	1	1	1	0
ENSMUSG00000026698	1	0	1	1	0
ENSMUSG00000016256	1	1	1	1	0
ENSMUSG00000025868	0	0	0	0	0
ENSMUSG00000034667	0	0	0	0	0
ENSMUSG00000017176	0	1	1	1	1
ENSMUSG00000031603	1	1	1	1	0
ENSMUSG00000028743	1	1	1	1	0
ENSMUSG00000000753	1	1	1	1	0
ENSMUSG00000079197	0	1	1	0	1
ENSMUSG00000034926	1	1	1	1	0
ENSMUSG00000045875	1	1	1	1	0
ENSMUSG00000107035	1	1	1	1	0
ENSMUSG00000022425	1	1	1	1	0
ENSMUSG00000051839	1	1	1	1	0
ENSMUSG00000058013	0	1	0	1	1
ENSMUSG00000081051	0	1	0	0	1
ENSMUSG00000026921	1	1	1	1	0
ENSMUSG00000049521	1	1	1	1	0
ENSMUSG00000085412	1	1	1	1	0
ENSMUSG00000044424	0	1	0	1	1
ENSMUSG00000027907	1	1	1	1	0
ENSMUSG00000038725	1	1	1	1	0
ENSMUSG00000096842	0	1	0	1	1
ENSMUSG00000020366	1	1	1	1	0
ENSMUSG00000026494	1	1	1	1	0
ENSMUSG00000026547	1	1	1	0	0
ENSMUSG00000024989	1	1	1	1	0
ENSMUSG00000027869	1	1	1	1	0
ENSMUSG00000055093	1	1	1	1	0
ENSMUSG00000038168	1	1	1	1	0
ENSMUSG00000050299	0	1	0	1	1
ENSMUSG00000026853	1	1	1	1	0
ENSMUSG00000076435	1	1	1	1	0
ENSMUSG00000031310	1	1	1	1	0
ENSMUSG00000095847	1	1	1	1	0
ENSMUSG00000027395	1	0	1	1	0
ENSMUSG00000026192	1	0	1	1	0
ENSMUSG00000106438	1	1	1	1	0
ENSMUSG00000031503	1	1	1	1	0
ENSMUSG00000022849	1	1	1	1	0
ENSMUSG00000016554	0	0	0	0	0
ENSMUSG00000021876	1	1	1	1	0
ENSMUSG00000002688	1	1	1	1	0
ENSMUSG00000021613	1	1	1	1	0
ENSMUSG00000024620	1	1	1	1	0
ENSMUSG00000003436	1	1	1	1	0
ENSMUSG00000038871	1	1	1	1	0
ENSMUSG00000114687	1	1	1	1	0
ENSMUSG00000034116	1	1	1	1	0
ENSMUSG00000036503	1	0	1	1	0
ENSMUSG00000031241	1	1	1	1	0
ENSMUSG00000068220	1	1	1	1	0
ENSMUSG00000006586	1	1	1	1	0
ENSMUSG00000061758	1	1	1	1	0
ENSMUSG00000020644	1	1	1	1	0
ENSMUSG00000008140	0	1	1	0	1
ENSMUSG00000041817	1	1	1	1	0
ENSMUSG00000090386	1	1	1	1	0
ENSMUSG00000058400	1	1	1	1	0
ENSMUSG00000030726	0	0	0	0	0
ENSMUSG00000054871	1	1	1	1	0
ENSMUSG00000016918	1	1	1	1	0
ENSMUSG00000031875	1	1	1	1	0
ENSMUSG00000033453	1	1	1	1	0
ENSMUSG00000092056	1	1	1	1	0
ENSMUSG00000026208	1	1	1	1	0
ENSMUSG00000023048	1	1	1	1	0
ENSMUSG00000024949	0	1	0	0	1
ENSMUSG00000052217	1	1	1	1	0
ENSMUSG00000031765	1	1	1	1	0
ENSMUSG00000032869	1	1	1	0	0
ENSMUSG00000071658	1	1	1	1	0
ENSMUSG00000032456	1	1	1	1	0
ENSMUSG00000028049	1	1	1	1	0
ENSMUSG00000034449	1	1	1	1	0
ENSMUSG00000004562	1	1	1	1	0
ENSMUSG00000023022	1	1	1	1	0
ENSMUSG00000051851	1	1	1	1	0
ENSMUSG00000021365	1	1	1	1	0
ENSMUSG00000081382	0	1	1	1	1
ENSMUSG00000059586	0	1	1	0	1
ENSMUSG00000039963	1	1	1	1	0
ENSMUSG00000015766	1	1	1	1	0
ENSMUSG00000070780	1	1	1	1	0
ENSMUSG00000035049	1	0	1	1	0
ENSMUSG00000090019	1	1	1	1	0
ENSMUSG00000073412	1	1	1	1	0
ENSMUSG00000025190	0	0	1	1	1
ENSMUSG00000085438	0	0	0	0	0
ENSMUSG00000030643	1	1	1	1	0
ENSMUSG00000006476	1	1	1	1	0
ENSMUSG00000024044	1	1	1	1	0
ENSMUSG00000003464	1	1	1	1	0
ENSMUSG00000032679	1	1	1	1	0
ENSMUSG00000028161	0	0	1	0	1
ENSMUSG00000029594	1	1	1	0	0
ENSMUSG00000028393	1	1	0	1	0
ENSMUSG00000020390	0	0	1	0	1
ENSMUSG00000067071	1	1	1	1	0
ENSMUSG00000007850	0	0	0	0	0
ENSMUSG00000079442	1	1	1	1	0
ENSMUSG00000022812	0	0	0	1	1
ENSMUSG00000055334	1	1	1	1	0
ENSMUSG00000023944	0	0	0	0	0
ENSMUSG00000038695	1	0	1	1	0
ENSMUSG00000090122	1	1	1	1	0
ENSMUSG00000057967	1	1	1	1	0
ENSMUSG00000046714	1	1	1	1	0
ENSMUSG00000032380	1	1	1	1	0
ENSMUSG00000025872	0	0	0	0	0
ENSMUSG00000026047	0	0	1	1	1
ENSMUSG00000032841	1	1	1	1	0
ENSMUSG00000106258	1	1	1	1	0
ENSMUSG00000041695	1	1	1	1	0
ENSMUSG00000025731	0	1	0	0	1
ENSMUSG00000025492	1	1	1	1	0
ENSMUSG00000096546	1	1	1	1	0
ENSMUSG00000043889	1	1	1	1	0
ENSMUSG00000017478	0	0	1	1	1
ENSMUSG00000053931	0	0	1	1	1
ENSMUSG00000002227	1	1	1	1	0
ENSMUSG00000046916	1	1	1	1	0
ENSMUSG00000070394	0	0	1	1	1
ENSMUSG00000020091	1	1	1	0	0
ENSMUSG00000112188	1	1	1	1	0
ENSMUSG00000044258	1	1	1	1	0
ENSMUSG00000038811	1	1	1	1	0
ENSMUSG00000022951	1	1	1	1	0
ENSMUSG00000039910	1	1	1	1	0
ENSMUSG00000055430	1	1	1	1	0
ENSMUSG00000087228	1	1	1	1	0
ENSMUSG00000039007	1	1	1	1	0
ENSMUSG00000045394	1	1	1	1	0
ENSMUSG00000070526	1	1	1	1	0
ENSMUSG00000038872	1	1	1	1	0
ENSMUSG00000028496	0	0	1	1	1
ENSMUSG00000090602	1	1	1	1	0
ENSMUSG00000094392	1	1	1	1	0
ENSMUSG00000035165	1	1	1	1	0
ENSMUSG00000057766	1	1	1	1	0
ENSMUSG00000001666	1	1	1	1	0
ENSMUSG00000026889	0	0	0	1	1
ENSMUSG00000032564	1	1	1	1	0
ENSMUSG00000052102	1	1	1	1	0
ENSMUSG00000022811	1	1	0	0	0
ENSMUSG00000075277	1	1	1	1	0
ENSMUSG00000029121	1	1	1	1	0
ENSMUSG00000022665	1	1	0	1	0
ENSMUSG00000027832	1	1	1	1	0
ENSMUSG00000023902	1	1	1	1	0
ENSMUSG00000022010	0	0	1	1	1
ENSMUSG00000060073	0	1	0	0	1
ENSMUSG00000027547	1	1	1	1	0
ENSMUSG00000025428	0	0	0	0	0
ENSMUSG00000106926	1	1	1	1	0
ENSMUSG00000037971	1	1	1	1	0
ENSMUSG00000026239	0	0	0	0	0
ENSMUSG00000036442	0	0	1	1	1
ENSMUSG00000008892	0	1	0	0	1
ENSMUSG00000037847	1	1	1	1	0
ENSMUSG00000030159	1	1	1	1	0
ENSMUSG00000117405	1	1	1	1	0
ENSMUSG00000052221	1	1	1	1	0
ENSMUSG00000021559	1	1	1	1	0
ENSMUSG00000028519	1	1	1	1	0
ENSMUSG00000100215	1	1	1	1	0
ENSMUSG00000106268	1	1	1	1	0
ENSMUSG00000064337	1	1	1	1	0
ENSMUSG00000041957	1	1	1	1	0
ENSMUSG00000030738	0	0	0	0	0
ENSMUSG00000003546	1	1	1	1	0
ENSMUSG00000020427	1	1	1	1	0
ENSMUSG00000030662	0	0	0	0	0
ENSMUSG00000031556	0	0	1	0	1
ENSMUSG00000063229	0	0	1	1	1
ENSMUSG00000033831	1	1	1	1	0
ENSMUSG00000031371	0	1	1	0	1
ENSMUSG00000001909	0	1	0	0	1
ENSMUSG00000020116	0	0	0	1	1
ENSMUSG00000017950	1	1	1	1	0
ENSMUSG00000024050	0	1	1	1	1
ENSMUSG00000021537	1	1	1	0	0
ENSMUSG00000032946	1	1	1	1	0
ENSMUSG00000030064	1	1	1	1	0
ENSMUSG00000073616	0	0	1	1	1
ENSMUSG00000004936	0	0	1	0	1
ENSMUSG00000060550	1	1	1	1	0
ENSMUSG00000024063	1	1	1	1	0
ENSMUSG00000095597	1	1	1	1	0
ENSMUSG00000058587	1	1	1	0	0
ENSMUSG00000025545	1	0	1	1	0
ENSMUSG00000000244	1	1	1	1	0
ENSMUSG00000019564	1	0	1	1	0
ENSMUSG00000015961	0	0	0	0	0
ENSMUSG00000036036	1	1	1	1	0
ENSMUSG00000057322	0	0	0	1	1
ENSMUSG00000030751	0	0	0	0	0
ENSMUSG00000035064	1	1	1	1	0
ENSMUSG00000055044	1	1	1	1	0
ENSMUSG00000036502	1	1	1	1	0
ENSMUSG00000085323	1	1	1	1	0
ENSMUSG00000028986	1	1	1	1	0
ENSMUSG00000028517	1	1	1	1	0
ENSMUSG00000025085	1	1	1	1	0
ENSMUSG00000117961	1	1	1	1	0
ENSMUSG00000024501	1	1	1	1	0
ENSMUSG00000003131	0	0	0	0	0
ENSMUSG00000063235	1	1	1	1	0
ENSMUSG00000030770	0	1	1	0	1
ENSMUSG00000030105	0	1	0	0	1
ENSMUSG00000092627	1	1	1	1	0
ENSMUSG00000038383	1	1	0	1	0
ENSMUSG00000036180	0	0	0	0	0
ENSMUSG00000052921	1	1	1	1	0
ENSMUSG00000064023	1	1	1	1	0
ENSMUSG00000022641	1	1	1	1	0
ENSMUSG00000113959	1	1	1	1	0
ENSMUSG00000028530	1	1	1	1	0
ENSMUSG00000038859	1	1	1	1	0
ENSMUSG00000004837	1	1	1	1	0
ENSMUSG00000035910	1	1	1	1	0
ENSMUSG00000020407	1	1	1	1	0
ENSMUSG00000031826	0	0	1	1	1
ENSMUSG00000030894	1	1	1	1	0
ENSMUSG00000032193	1	1	1	1	0
ENSMUSG00000031438	1	1	1	1	0
ENSMUSG00000060424	1	1	1	1	0
ENSMUSG00000042812	1	1	1	1	0
ENSMUSG00000024968	1	1	1	1	0
ENSMUSG00000029863	1	1	1	1	0
ENSMUSG00000062300	1	1	1	1	0
ENSMUSG00000029993	0	0	1	0	1
ENSMUSG00000098318	1	1	1	1	0
ENSMUSG00000087943	1	1	1	1	0
ENSMUSG00000054196	1	1	1	1	0
ENSMUSG00000035296	1	1	1	1	0
